person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,income_group,loan_amount_group,loan_income_group,income_per_loan,credit_history_to_age
23,42000,RENT,7.0,VENTURE,C,15000,13.49,1,0.36,N,3,30K-50K,10K-15K,30-40%,2.8,0.13043478260869565
24,113000,MORTGAGE,5.0,VENTURE,B,10500,10.99,0,0.09,N,4,100K+,10K-15K,0-10%,10.761904761904763,0.16666666666666666
26,101000,MORTGAGE,10.0,VENTURE,F,25000,17.46,1,0.25,N,4,100K+,20K+,20-30%,4.04,0.15384615384615385
22,113028,MORTGAGE,3.0,MEDICAL,C,12075,10.99,0,0.11,N,2,100K+,10K-15K,10-20%,9.360496894409938,0.09090909090909091
25,113135,MORTGAGE,9.0,PERSONAL,B,25000,10.59,0,0.22,N,2,100K+,20K+,20-30%,4.5254,0.08
23,113200,MORTGAGE,3.0,EDUCATION,B,24250,10.62,0,0.21,N,3,100K+,20K+,20-30%,4.668041237113402,0.13043478260869565
24,113217,MORTGAGE,2.0,EDUCATION,A,6000,7.88,0,0.05,N,3,100K+,5K-10K,0-10%,18.8695,0.125
23,113316,MORTGAGE,7.0,EDUCATION,B,3000,10.99,0,0.03,N,3,100K+,0-5K,0-10%,37.772,0.13043478260869565
24,113676,MORTGAGE,8.0,EDUCATION,A,7200,6.99,0,0.06,N,2,100K+,5K-10K,0-10%,15.788333333333334,0.08333333333333333
23,113698,MORTGAGE,7.0,EDUCATION,A,15000,7.9,0,0.13,N,4,100K+,10K-15K,10-20%,7.579866666666667,0.17391304347826086
23,42000,RENT,7.0,VENTURE,B,15000,11.83,1,0.36,N,4,30K-50K,10K-15K,30-40%,2.8,0.17391304347826086
23,114000,MORTGAGE,1.0,EDUCATION,B,17325,11.99,0,0.15,N,2,100K+,15K-20K,10-20%,6.58008658008658,0.08695652173913043
22,27560,OWN,6.0,EDUCATION,B,2800,11.49,0,0.1,N,4,Below 30K,0-5K,0-10%,9.842857142857143,0.18181818181818182
23,114000,OWN,7.0,VENTURE,A,6000,8.49,0,0.05,N,4,100K+,5K-10K,0-10%,19.0,0.17391304347826086
24,42000,RENT,0.0,VENTURE,B,15000,11.58,1,0.36,N,4,30K-50K,10K-15K,30-40%,2.8,0.16666666666666666
23,114000,MORTGAGE,7.0,EDUCATION,C,8000,12.68,0,0.07,N,4,100K+,5K-10K,0-10%,14.25,0.17391304347826086
25,36000,RENT,1.0,MEDICAL,D,15000,15.05,1,0.42,Y,2,30K-50K,10K-15K,40-50%,2.4,0.08
23,114000,MORTGAGE,4.0,PERSONAL,B,10000,10.99,0,0.09,N,2,100K+,5K-10K,0-10%,11.4,0.08695652173913043
26,114000,MORTGAGE,10.0,PERSONAL,A,14400,7.14,0,0.13,N,2,100K+,10K-15K,10-20%,7.916666666666667,0.07692307692307693
24,42300,RENT,8.0,PERSONAL,B,15000,11.99,1,0.35,N,4,30K-50K,10K-15K,30-40%,2.82,0.16666666666666666
24,114000,MORTGAGE,8.0,VENTURE,B,4000,10.99,0,0.04,N,2,100K+,0-5K,0-10%,28.5,0.08333333333333333
25,102000,MORTGAGE,7.0,HOMEIMPROVEMENT,G,25000,20.16,1,0.25,Y,4,100K+,20K+,20-30%,4.08,0.16
25,114000,MORTGAGE,4.0,EDUCATION,A,10000,9.32,0,0.09,N,4,100K+,5K-10K,0-10%,11.4,0.16
24,114000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15000,9.76,0,0.13,N,3,100K+,10K-15K,10-20%,7.6,0.125
25,27336,OWN,9.0,VENTURE,C,5500,13.23,0,0.2,N,4,Below 30K,5K-10K,10-20%,4.9701818181818185,0.16
23,36500,RENT,2.0,HOMEIMPROVEMENT,D,15000,15.65,1,0.41,N,3,30K-50K,10K-15K,40-50%,2.433333333333333,0.13043478260869565
23,114600,MORTGAGE,7.0,EDUCATION,C,10000,13.06,0,0.09,N,3,100K+,5K-10K,0-10%,11.46,0.13043478260869565
25,114996,MORTGAGE,7.0,DEBTCONSOLIDATION,C,5000,13.49,0,0.04,N,3,100K+,0-5K,0-10%,22.9992,0.12
24,27168,OWN,5.0,VENTURE,B,7500,9.99,0,0.28,N,2,Below 30K,5K-10K,20-30%,3.6224,0.08333333333333333
25,102996,MORTGAGE,4.0,DEBTCONSOLIDATION,D,20000,14.54,1,0.19,Y,3,100K+,15K-20K,10-20%,5.1498,0.12
26,114996,MORTGAGE,1.0,EDUCATION,B,24000,10.62,0,0.21,N,3,100K+,20K+,20-30%,4.7915,0.11538461538461539
23,115000,MORTGAGE,7.0,EDUCATION,C,10000,14.27,0,0.09,N,2,100K+,5K-10K,0-10%,11.5,0.08695652173913043
24,42900,RENT,5.0,VENTURE,A,15000,10.99,1,0.35,N,2,30K-50K,10K-15K,30-40%,2.86,0.08333333333333333
25,115000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,19000,13.49,0,0.17,N,4,100K+,15K-20K,10-20%,6.052631578947368,0.16
25,115000,MORTGAGE,9.0,PERSONAL,A,4000,6.03,0,0.03,N,4,100K+,0-5K,0-10%,28.75,0.16
22,43000,RENT,0.0,EDUCATION,A,15000,8.49,1,0.35,N,2,30K-50K,10K-15K,30-40%,2.8666666666666667,0.09090909090909091
23,115000,MORTGAGE,4.0,EDUCATION,A,24000,7.9,0,0.21,N,3,100K+,20K+,20-30%,4.791666666666667,0.13043478260869565
22,43000,RENT,7.0,DEBTCONSOLIDATION,B,15000,10.99,1,0.35,N,2,30K-50K,10K-15K,30-40%,2.8666666666666667,0.09090909090909091
24,37680,RENT,8.0,EDUCATION,G,15000,19.82,1,0.4,N,2,30K-50K,10K-15K,30-40%,2.512,0.08333333333333333
24,115000,MORTGAGE,3.0,VENTURE,A,15000,6.03,0,0.13,N,2,100K+,10K-15K,10-20%,7.666666666666667,0.08333333333333333
25,38400,RENT,3.0,DEBTCONSOLIDATION,B,15000,10.65,1,0.39,N,2,30K-50K,10K-15K,30-40%,2.56,0.08
25,115000,MORTGAGE,7.0,PERSONAL,A,18000,7.51,0,0.16,N,2,100K+,15K-20K,10-20%,6.388888888888889,0.08
23,115000,OWN,7.0,EDUCATION,C,5000,14.27,0,0.04,N,4,100K+,0-5K,0-10%,23.0,0.17391304347826086
25,115000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,7000,10.99,0,0.06,Y,4,100K+,5K-10K,0-10%,16.428571428571427,0.16
25,115000,MORTGAGE,9.0,MEDICAL,C,19000,13.49,0,0.17,Y,3,100K+,15K-20K,10-20%,6.052631578947368,0.12
23,45000,RENT,1.0,PERSONAL,A,15000,7.9,1,0.33,N,4,30K-50K,10K-15K,30-40%,3.0,0.17391304347826086
23,115000,MORTGAGE,1.0,VENTURE,A,8000,8.49,0,0.07,N,4,100K+,5K-10K,0-10%,14.375,0.17391304347826086
22,115000,MORTGAGE,6.0,VENTURE,A,12000,5.99,0,0.1,N,4,100K+,10K-15K,0-10%,9.583333333333334,0.18181818181818182
23,115000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,5600,5.42,0,0.05,N,3,100K+,5K-10K,0-10%,20.535714285714285,0.13043478260869565
23,115000,MORTGAGE,3.0,EDUCATION,B,10000,10.59,0,0.09,N,2,100K+,5K-10K,0-10%,11.5,0.08695652173913043
24,115000,OWN,8.0,DEBTCONSOLIDATION,D,35000,16.89,0,0.3,Y,4,100K+,20K+,20-30%,3.2857142857142856,0.16666666666666666
25,115000,MORTGAGE,3.0,EDUCATION,A,7600,6.99,0,0.07,N,4,100K+,5K-10K,0-10%,15.131578947368421,0.16
23,45000,RENT,5.0,PERSONAL,A,15000,7.49,1,0.33,N,4,30K-50K,10K-15K,30-40%,3.0,0.17391304347826086
22,103000,MORTGAGE,6.0,PERSONAL,B,15000,9.63,1,0.15,N,4,100K+,10K-15K,10-20%,6.866666666666666,0.18181818181818182
26,45000,RENT,10.0,DEBTCONSOLIDATION,A,15000,7.29,1,0.33,N,4,30K-50K,10K-15K,30-40%,3.0,0.15384615384615385
22,45000,RENT,0.0,DEBTCONSOLIDATION,B,15000,10.37,1,0.33,N,2,30K-50K,10K-15K,30-40%,3.0,0.09090909090909091
23,39000,RENT,7.0,MEDICAL,D,15000,15.28,1,0.38,N,3,30K-50K,10K-15K,30-40%,2.6,0.13043478260869565
26,45000,RENT,3.0,EDUCATION,B,15000,8.88,1,0.33,N,3,30K-50K,10K-15K,30-40%,3.0,0.11538461538461539
22,115000,MORTGAGE,7.0,VENTURE,A,13600,7.29,0,0.12,N,3,100K+,10K-15K,10-20%,8.455882352941176,0.13636363636363635
25,115000,MORTGAGE,1.0,EDUCATION,D,20000,15.65,0,0.17,Y,2,100K+,15K-20K,10-20%,5.75,0.08
25,115000,MORTGAGE,4.0,VENTURE,A,20000,6.91,0,0.17,N,2,100K+,15K-20K,10-20%,5.75,0.08
23,45000,RENT,0.0,MEDICAL,B,15000,10.99,1,0.33,N,3,30K-50K,10K-15K,30-40%,3.0,0.13043478260869565
25,115000,MORTGAGE,4.0,MEDICAL,A,4000,7.88,0,0.03,N,4,100K+,0-5K,0-10%,28.75,0.16
24,115000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,1500,6.76,0,0.01,N,4,100K+,0-5K,0-10%,76.66666666666667,0.16666666666666666
24,115000,OWN,8.0,HOMEIMPROVEMENT,A,10000,7.51,0,0.09,N,3,100K+,5K-10K,0-10%,11.5,0.125
25,45000,RENT,0.0,MEDICAL,C,15000,13.48,1,0.33,N,2,30K-50K,10K-15K,30-40%,3.0,0.08
24,115000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,8000,7.51,0,0.07,N,4,100K+,5K-10K,0-10%,14.375,0.16666666666666666
26,115000,MORTGAGE,5.0,VENTURE,B,6000,10.75,0,0.05,N,2,100K+,5K-10K,0-10%,19.166666666666668,0.07692307692307693
26,39000,RENT,1.0,VENTURE,D,15000,16.07,1,0.38,Y,4,30K-50K,10K-15K,30-40%,2.6,0.15384615384615385
26,103000,MORTGAGE,0.0,PERSONAL,C,14000,13.57,1,0.14,N,4,100K+,10K-15K,10-20%,7.357142857142857,0.15384615384615385
25,115000,OWN,5.0,VENTURE,F,8000,19.13,0,0.07,Y,2,100K+,5K-10K,0-10%,14.375,0.08
23,103000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,16750,10.99,1,0.16,N,2,100K+,15K-20K,10-20%,6.149253731343284,0.08695652173913043
23,39000,RENT,1.0,EDUCATION,B,15000,12.21,1,0.38,N,4,30K-50K,10K-15K,30-40%,2.6,0.17391304347826086
23,45000,RENT,7.0,PERSONAL,C,15000,12.84,1,0.33,N,3,30K-50K,10K-15K,30-40%,3.0,0.13043478260869565
23,115000,MORTGAGE,3.0,EDUCATION,B,13000,11.83,0,0.11,N,4,100K+,10K-15K,10-20%,8.846153846153847,0.17391304347826086
26,115000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,15000,12.87,0,0.13,Y,3,100K+,10K-15K,10-20%,7.666666666666667,0.11538461538461539
24,115000,MORTGAGE,8.0,EDUCATION,B,15000,11.48,0,0.13,N,3,100K+,10K-15K,10-20%,7.666666666666667,0.125
25,45000,RENT,4.0,DEBTCONSOLIDATION,C,15000,10.99,1,0.33,N,3,30K-50K,10K-15K,30-40%,3.0,0.12
26,39000,RENT,3.0,MEDICAL,D,15000,15.37,1,0.38,N,2,30K-50K,10K-15K,30-40%,2.6,0.07692307692307693
26,115000,MORTGAGE,3.0,EDUCATION,C,20000,13.16,0,0.17,Y,2,100K+,15K-20K,10-20%,5.75,0.07692307692307693
25,115000,MORTGAGE,4.0,VENTURE,C,25000,12.53,0,0.22,Y,4,100K+,20K+,20-30%,4.6,0.16
21,115000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,20000,10.83,0,0.17,N,4,100K+,15K-20K,10-20%,5.75,0.19047619047619047
25,39000,RENT,4.0,HOMEIMPROVEMENT,D,15000,12.92,1,0.38,N,2,30K-50K,10K-15K,30-40%,2.6,0.08
25,115200,MORTGAGE,1.0,VENTURE,A,14000,6.62,0,0.12,N,3,100K+,10K-15K,10-20%,8.228571428571428,0.12
26,115200,MORTGAGE,10.0,DEBTCONSOLIDATION,C,4500,11.97,0,0.04,Y,2,100K+,0-5K,0-10%,25.6,0.07692307692307693
26,46890,RENT,9.0,PERSONAL,C,15000,12.99,1,0.32,Y,3,30K-50K,10K-15K,30-40%,3.126,0.11538461538461539
24,115500,MORTGAGE,2.0,EDUCATION,D,3200,16.29,0,0.03,N,2,100K+,0-5K,0-10%,36.09375,0.08333333333333333
26,47000,RENT,7.0,MEDICAL,A,15000,7.9,1,0.32,N,4,30K-50K,10K-15K,30-40%,3.1333333333333333,0.15384615384615385
24,115500,MORTGAGE,8.0,HOMEIMPROVEMENT,A,10000,7.75,0,0.09,N,4,100K+,5K-10K,0-10%,11.55,0.16666666666666666
26,115600,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9925,7.29,0,0.09,N,4,100K+,5K-10K,0-10%,11.64735516372796,0.15384615384615385
20,115731,MORTGAGE,4.0,DEBTCONSOLIDATION,B,9625,10.74,0,0.08,N,3,100K+,5K-10K,0-10%,12.024,0.15
25,115731,MORTGAGE,3.0,HOMEIMPROVEMENT,A,7200,7.14,0,0.06,N,4,100K+,5K-10K,0-10%,16.07375,0.16
24,115800,MORTGAGE,5.0,PERSONAL,B,12000,10.99,0,0.1,N,3,100K+,10K-15K,0-10%,9.65,0.125
24,47000,RENT,8.0,VENTURE,E,15000,18.64,1,0.32,N,4,30K-50K,10K-15K,30-40%,3.1333333333333333,0.16666666666666666
25,116000,MORTGAGE,0.0,EDUCATION,D,35000,17.58,0,0.3,Y,4,100K+,20K+,20-30%,3.3142857142857145,0.16
23,116000,MORTGAGE,8.0,EDUCATION,D,15825,15.62,0,0.14,Y,4,100K+,15K-20K,10-20%,7.330173775671406,0.17391304347826086
22,116000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,12000,10.25,0,0.1,N,4,100K+,10K-15K,0-10%,9.666666666666666,0.18181818181818182
23,47000,RENT,3.0,VENTURE,B,15000,11.48,1,0.32,N,4,30K-50K,10K-15K,30-40%,3.1333333333333333,0.17391304347826086
25,31000,RENT,2.0,EDUCATION,A,1800,8.32,0,0.06,N,2,30K-50K,0-5K,0-10%,17.22222222222222,0.08
25,116000,MORTGAGE,9.0,VENTURE,B,19950,9.96,0,0.17,N,4,100K+,15K-20K,10-20%,5.81453634085213,0.16
23,116004,MORTGAGE,1.0,PERSONAL,C,14000,12.99,0,0.12,N,2,100K+,10K-15K,10-20%,8.286,0.08695652173913043
22,33000,RENT,1.0,EDUCATION,A,1800,5.42,0,0.05,N,2,30K-50K,0-5K,0-10%,18.333333333333332,0.09090909090909091
26,116004,MORTGAGE,11.0,VENTURE,B,20000,12.21,0,0.17,N,2,100K+,15K-20K,10-20%,5.8002,0.07692307692307693
23,33195,RENT,5.0,EDUCATION,B,1800,11.99,0,0.05,N,4,30K-50K,0-5K,0-10%,18.441666666666666,0.17391304347826086
24,26400,OWN,8.0,VENTURE,B,3000,10.59,0,0.11,N,2,Below 30K,0-5K,10-20%,8.8,0.08333333333333333
24,33660,RENT,3.0,PERSONAL,A,1800,7.51,0,0.05,N,4,30K-50K,0-5K,0-10%,18.7,0.16666666666666666
21,34000,RENT,4.0,EDUCATION,B,1800,11.49,0,0.05,N,4,30K-50K,0-5K,0-10%,18.88888888888889,0.19047619047619047
22,116700,MORTGAGE,0.0,EDUCATION,A,6000,8.49,0,0.05,N,4,100K+,5K-10K,0-10%,19.45,0.18181818181818182
23,35000,RENT,4.0,EDUCATION,B,1800,10.59,0,0.05,N,3,30K-50K,0-5K,0-10%,19.444444444444443,0.13043478260869565
23,104736,MORTGAGE,3.0,DEBTCONSOLIDATION,D,25000,14.11,1,0.24,Y,2,100K+,20K+,20-30%,4.18944,0.08695652173913043
24,26400,OWN,4.0,VENTURE,A,9600,7.49,0,0.36,N,2,Below 30K,5K-10K,30-40%,2.75,0.08333333333333333
24,35000,RENT,0.0,MEDICAL,A,1800,7.14,0,0.05,N,2,30K-50K,0-5K,0-10%,19.444444444444443,0.08333333333333333
21,26400,OWN,3.0,DEBTCONSOLIDATION,D,3000,14.54,0,0.11,N,4,Below 30K,0-5K,10-20%,8.8,0.19047619047619047
24,117000,MORTGAGE,8.0,MEDICAL,A,10800,10.99,0,0.09,N,3,100K+,10K-15K,0-10%,10.833333333333334,0.125
26,35000,RENT,3.0,MEDICAL,B,1800,11.36,0,0.05,N,3,30K-50K,0-5K,0-10%,19.444444444444443,0.11538461538461539
22,117000,MORTGAGE,6.0,EDUCATION,A,11000,6.92,0,0.09,N,4,100K+,10K-15K,0-10%,10.636363636363637,0.18181818181818182
25,30000,RENT,9.0,MEDICAL,A,1800,8.49,1,0.06,N,2,Below 30K,0-5K,0-10%,16.666666666666668,0.08
21,117000,MORTGAGE,3.0,PERSONAL,D,4800,14.54,0,0.04,N,4,100K+,0-5K,0-10%,24.375,0.19047619047619047
26,26400,OWN,8.0,HOMEIMPROVEMENT,A,8000,5.79,0,0.3,N,4,Below 30K,5K-10K,20-30%,3.3,0.15384615384615385
26,117000,OWN,10.0,VENTURE,B,7200,10.74,0,0.06,N,4,100K+,5K-10K,0-10%,16.25,0.15384615384615385
23,117000,MORTGAGE,7.0,MEDICAL,B,3700,10.74,0,0.03,N,3,100K+,0-5K,0-10%,31.62162162162162,0.13043478260869565
26,117000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,6000,7.51,0,0.05,N,4,100K+,5K-10K,0-10%,19.5,0.15384615384615385
26,117000,MORTGAGE,4.0,MEDICAL,A,14400,10.99,0,0.12,N,3,100K+,10K-15K,10-20%,8.125,0.11538461538461539
22,89250,MORTGAGE,3.0,MEDICAL,B,25000,12.53,1,0.24,N,4,75K-100K,20K+,20-30%,3.57,0.18181818181818182
23,117000,MORTGAGE,8.0,VENTURE,E,14000,15.68,0,0.12,Y,4,100K+,10K-15K,10-20%,8.357142857142858,0.17391304347826086
22,26400,OWN,1.0,PERSONAL,C,7300,13.61,0,0.28,Y,2,Below 30K,5K-10K,20-30%,3.6164383561643834,0.09090909090909091
23,37500,RENT,0.0,DEBTCONSOLIDATION,A,1800,8.94,0,0.05,N,4,30K-50K,0-5K,0-10%,20.833333333333332,0.17391304347826086
22,117000,MORTGAGE,6.0,EDUCATION,D,7500,13.24,0,0.06,N,2,100K+,5K-10K,0-10%,15.6,0.09090909090909091
25,117014,MORTGAGE,5.0,VENTURE,A,8400,7.29,0,0.07,N,4,100K+,5K-10K,0-10%,13.930238095238096,0.16
23,117696,MORTGAGE,2.0,EDUCATION,A,15000,6.03,0,0.13,N,3,100K+,10K-15K,10-20%,7.8464,0.13043478260869565
24,117996,MORTGAGE,6.0,VENTURE,E,18000,17.04,0,0.15,Y,3,100K+,15K-20K,10-20%,6.5553333333333335,0.125
24,118000,MORTGAGE,4.0,VENTURE,A,28000,7.9,0,0.24,N,4,100K+,20K+,20-30%,4.214285714285714,0.16666666666666666
22,34000,RENT,7.0,EDUCATION,C,1800,10.99,1,0.05,N,2,30K-50K,0-5K,0-10%,18.88888888888889,0.09090909090909091
26,118000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,25000,7.9,0,0.21,N,2,100K+,20K+,20-30%,4.72,0.07692307692307693
26,40000,RENT,0.0,VENTURE,C,1800,13.23,0,0.04,Y,3,30K-50K,0-5K,0-10%,22.22222222222222,0.11538461538461539
24,118000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,5000,5.42,0,0.04,N,2,100K+,0-5K,0-10%,23.6,0.08333333333333333
23,90100,MORTGAGE,7.0,MEDICAL,E,21600,10.99,1,0.2,Y,2,75K-100K,20K+,10-20%,4.171296296296297,0.08695652173913043
21,26300,OWN,4.0,MEDICAL,A,7500,6.62,0,0.29,N,4,Below 30K,5K-10K,20-30%,3.506666666666667,0.19047619047619047
25,118000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,15000,7.88,0,0.13,N,4,100K+,10K-15K,10-20%,7.866666666666666,0.16
25,118000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,25000,11.12,0,0.21,N,2,100K+,20K+,20-30%,4.72,0.08
23,118000,MORTGAGE,4.0,PERSONAL,C,12000,13.11,0,0.1,N,3,100K+,10K-15K,0-10%,9.833333333333334,0.13043478260869565
23,47000,RENT,1.0,PERSONAL,C,15000,12.04,1,0.32,Y,2,30K-50K,10K-15K,30-40%,3.1333333333333333,0.08695652173913043
21,118000,OWN,5.0,VENTURE,A,14000,7.88,0,0.12,N,3,100K+,10K-15K,10-20%,8.428571428571429,0.14285714285714285
22,26232,OWN,4.0,MEDICAL,A,6000,6.03,0,0.23,N,2,Below 30K,5K-10K,20-30%,4.372,0.09090909090909091
25,118000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,2000,7.12,0,0.02,N,2,100K+,0-5K,0-10%,59.0,0.08
25,118189,MORTGAGE,9.0,VENTURE,B,25000,11.49,0,0.21,N,3,100K+,20K+,20-30%,4.72756,0.12
22,48000,RENT,6.0,EDUCATION,C,15000,15.96,1,0.31,N,3,30K-50K,10K-15K,30-40%,3.2,0.13636363636363635
25,118443,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4900,10.99,0,0.04,N,2,100K+,0-5K,0-10%,24.17204081632653,0.08
25,118450,MORTGAGE,4.0,DEBTCONSOLIDATION,B,15000,10.37,0,0.13,N,4,100K+,10K-15K,10-20%,7.8966666666666665,0.16
22,118812,MORTGAGE,6.0,MEDICAL,C,15000,13.35,0,0.13,N,2,100K+,10K-15K,10-20%,7.9208,0.09090909090909091
24,42000,RENT,8.0,EDUCATION,C,15000,15.27,1,0.36,N,3,30K-50K,10K-15K,30-40%,2.8,0.125
22,119000,MORTGAGE,6.0,PERSONAL,D,35000,16.49,0,0.29,N,3,100K+,20K+,20-30%,3.4,0.13636363636363635
22,107000,MORTGAGE,6.0,HOMEIMPROVEMENT,E,24000,19.69,1,0.22,Y,2,100K+,20K+,20-30%,4.458333333333333,0.09090909090909091
22,42000,RENT,6.0,MEDICAL,B,15000,9.63,1,0.36,N,3,30K-50K,10K-15K,30-40%,2.8,0.13636363636363635
26,48000,RENT,1.0,PERSONAL,C,15000,10.99,1,0.31,Y,2,30K-50K,10K-15K,30-40%,3.2,0.07692307692307693
23,48000,RENT,5.0,EDUCATION,A,15000,6.91,1,0.31,N,2,30K-50K,10K-15K,30-40%,3.2,0.08695652173913043
26,119000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9000,7.74,0,0.08,N,4,100K+,5K-10K,0-10%,13.222222222222221,0.15384615384615385
26,119000,MORTGAGE,6.0,VENTURE,D,15000,14.42,0,0.13,N,2,100K+,10K-15K,10-20%,7.933333333333334,0.07692307692307693
23,119496,MORTGAGE,7.0,EDUCATION,A,12000,7.88,0,0.1,N,4,100K+,10K-15K,0-10%,9.958,0.17391304347826086
23,119500,MORTGAGE,4.0,PERSONAL,A,24000,7.51,0,0.2,N,2,100K+,20K+,10-20%,4.979166666666667,0.08695652173913043
24,119500,OWN,8.0,HOMEIMPROVEMENT,B,3500,12.18,0,0.03,N,2,100K+,0-5K,0-10%,34.142857142857146,0.08333333333333333
22,26000,OWN,2.0,EDUCATION,A,7100,7.49,0,0.27,N,2,Below 30K,5K-10K,20-30%,3.6619718309859155,0.09090909090909091
25,120000,MORTGAGE,4.0,EDUCATION,B,10000,9.91,0,0.08,N,4,100K+,5K-10K,0-10%,12.0,0.16
25,48000,RENT,9.0,PERSONAL,B,15000,10.99,1,0.31,N,2,30K-50K,10K-15K,30-40%,3.2,0.08
23,48000,RENT,2.0,DEBTCONSOLIDATION,B,15000,10.75,1,0.31,N,3,30K-50K,10K-15K,30-40%,3.2,0.13043478260869565
22,48000,RENT,6.0,EDUCATION,A,15000,7.51,1,0.31,N,2,30K-50K,10K-15K,30-40%,3.2,0.09090909090909091
21,48000,RENT,1.0,PERSONAL,B,15000,11.48,1,0.31,N,3,30K-50K,10K-15K,30-40%,3.2,0.14285714285714285
24,120000,MORTGAGE,8.0,EDUCATION,A,10000,6.03,0,0.08,N,4,100K+,5K-10K,0-10%,12.0,0.16666666666666666
26,120000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,23000,6.62,0,0.19,N,3,100K+,20K+,10-20%,5.217391304347826,0.11538461538461539
22,48000,RENT,5.0,MEDICAL,B,15000,11.89,1,0.31,N,4,30K-50K,10K-15K,30-40%,3.2,0.18181818181818182
24,120000,MORTGAGE,8.0,VENTURE,A,20000,7.9,0,0.17,N,4,100K+,15K-20K,10-20%,6.0,0.16666666666666666
22,120000,MORTGAGE,4.0,EDUCATION,A,6000,8.9,0,0.05,N,3,100K+,5K-10K,0-10%,20.0,0.13636363636363635
26,120000,MORTGAGE,4.0,VENTURE,B,25000,12.69,0,0.21,N,2,100K+,20K+,20-30%,4.8,0.07692307692307693
23,120000,MORTGAGE,7.0,VENTURE,B,4400,11.71,0,0.04,N,3,100K+,0-5K,0-10%,27.272727272727273,0.13043478260869565
23,48800,RENT,3.0,EDUCATION,B,15000,11.36,1,0.31,N,4,30K-50K,10K-15K,30-40%,3.2533333333333334,0.17391304347826086
25,43000,RENT,9.0,MEDICAL,D,15000,15.57,1,0.35,N,3,30K-50K,10K-15K,30-40%,2.8666666666666667,0.12
25,49000,RENT,5.0,MEDICAL,B,15000,12.18,1,0.31,N,4,30K-50K,10K-15K,30-40%,3.2666666666666666,0.16
24,49812,RENT,4.0,MEDICAL,A,15000,6.17,0,0.3,N,3,30K-50K,10K-15K,20-30%,3.3208,0.125
25,120000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,3000,14.27,0,0.03,Y,4,100K+,0-5K,0-10%,40.0,0.16
22,120000,MORTGAGE,6.0,EDUCATION,B,8000,12.69,0,0.07,N,2,100K+,5K-10K,0-10%,15.0,0.09090909090909091
22,120000,MORTGAGE,3.0,PERSONAL,B,8900,11.71,0,0.07,N,2,100K+,5K-10K,0-10%,13.48314606741573,0.09090909090909091
22,50000,RENT,6.0,EDUCATION,A,15000,6.03,0,0.3,N,2,30K-50K,10K-15K,20-30%,3.3333333333333335,0.09090909090909091
25,120000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,21000,7.9,0,0.17,N,2,100K+,20K+,10-20%,5.714285714285714,0.08
25,120000,MORTGAGE,5.0,PERSONAL,A,28000,7.9,0,0.23,N,2,100K+,20K+,20-30%,4.285714285714286,0.08
23,120000,MORTGAGE,4.0,EDUCATION,B,2400,12.42,0,0.02,N,3,100K+,0-5K,0-10%,50.0,0.13043478260869565
25,120000,MORTGAGE,7.0,EDUCATION,C,15000,14.65,0,0.13,N,4,100K+,10K-15K,10-20%,8.0,0.16
23,108000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,10000,10.99,1,0.09,Y,2,100K+,5K-10K,0-10%,10.8,0.08695652173913043
26,50000,RENT,3.0,EDUCATION,B,15000,9.91,0,0.3,N,3,30K-50K,10K-15K,20-30%,3.3333333333333335,0.11538461538461539
24,50000,RENT,0.0,EDUCATION,C,15000,13.49,0,0.3,Y,4,30K-50K,10K-15K,20-30%,3.3333333333333335,0.16666666666666666
25,120000,MORTGAGE,5.0,MEDICAL,A,10000,6.62,0,0.08,N,3,100K+,5K-10K,0-10%,12.0,0.12
24,25920,OWN,4.0,EDUCATION,D,3250,15.99,0,0.13,Y,4,Below 30K,0-5K,10-20%,7.975384615384615,0.16666666666666666
23,120000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,10000,9.91,0,0.08,N,3,100K+,5K-10K,0-10%,12.0,0.13043478260869565
